movie_ID,user_ID,total,story,role,show,image,music
870,3,3,3,3,3,3,3
877,3,5,5,5,5,5,5
885,3,3,5,4,3,3,3
893,3,4,4,4,4,4,3
899,3,5,5,5,5,5,4
900,3,2,1,2,1,1,1
905,3,3,2,5,4,3,2
909,3,3,2,5,4,4,3
914,3,3,3,4,3,3,2
915,3,3,3,5,3,3,3
934,3,3,2,2,3,4,2
938,3,4,4,5,4,4,3
945,3,5,5,5,5,5,5
954,3,3,4,5,2,4,5
955,3,5,5,5,5,5,3
961,3,4,4,5,5,5,3
978,3,4,4,4,4,4,4
981,3,5,5,5,5,5,5
987,3,4,3,4,3,4,5
998,3,3,3,5,4,4,3
1025,3,3,4,3,4,3,3
1033,3,4,4,4,3,4,3
1053,3,3,3,4,3,2,2
1059,3,4,4,5,4,4,3
1075,3,2,1,1,1,1,1
1088,3,4,4,5,5,5,4
1094,3,4,4,5,5,5,4
421,4,4,4,4,5,5,5
841,4,5,5,5,5,5,5
842,4,2,1,3,1,5,5
850,4,1,3,1,1,1,1
853,4,4,4,5,4,5,4
863,4,5,5,5,5,5,5
877,4,1,1,3,1,3,3
881,4,4,4,5,4,4,4
888,4,4,5,5,4,5,4
891,4,4,4,4,4,4,4
896,4,5,5,5,5,5,5
897,4,4,4,5,3,4,4
898,4,4,4,4,3,3,3
899,4,4,4,4,5,5,5
900,4,5,5,5,4,4,5
903,4,5,5,5,5,5,5
911,4,4,4,4,4,5,5
915,4,5,5,5,5,5,5
917,4,5,5,5,5,5,5
921,4,4,3,5,4,3,4
929,4,4,3,5,5,5,5
931,4,4,4,4,4,4,5
932,4,1,2,2,1,3,3
935,4,2,2,1,2,2,3
936,4,1,1,1,1,4,1
938,4,4,4,4,4,4,4
940,4,4,3,3,3,5,5
945,4,5,5,5,5,5,5
946,4,4,3,5,3,4,4
954,4,4,4,5,4,4,5
955,4,4,4,4,5,5,4
956,4,5,5,5,5,5,5
957,4,2,1,1,1,5,3
959,4,2,1,1,2,4,1
961,4,4,4,4,4,4,4
962,4,4,4,5,5,5,5
963,4,1,1,1,1,1,1
964,4,4,4,5,4,5,4
966,4,5,5,5,5,5,5
968,4,5,5,5,5,5,5
970,4,5,5,5,5,5,5
972,4,5,5,5,5,5,5
973,4,4,4,4,4,4,4
974,4,4,4,4,4,5,5
976,4,5,5,5,5,4,5
978,4,1,1,1,1,3,3
980,4,5,5,5,5,4,4
981,4,5,5,4,5,5,5
988,4,5,5,5,5,5,5
989,4,4,4,4,4,4,4
996,4,4,4,4,4,4,4
998,4,4,4,4,5,4,4
1002,4,5,5,5,5,4,5
1007,4,1,1,4,1,2,3
1019,4,4,5,4,4,4,5
1021,4,5,5,5,5,4,5
1023,4,4,4,5,4,4,4
1024,4,5,5,5,5,5,5
1025,4,4,5,4,4,4,4
1030,4,5,5,5,5,5,5
1034,4,1,1,2,1,1,2
1035,4,1,1,4,1,1,1
1037,4,4,4,4,5,5,5
1039,4,5,5,5,5,5,5
1040,4,2,1,5,3,1,1
1041,4,4,4,4,4,5,4
1042,4,5,5,5,5,5,5
1044,4,1,1,1,1,1,1
1045,4,5,5,5,5,5,5
1047,4,1,1,1,1,1,1
1049,4,4,4,1,4,4,3
1053,4,4,4,4,4,4,4
1056,4,5,5,5,5,5,5
1059,4,5,5,5,5,5,5
1061,4,2,3,3,2,5,2
1069,4,5,5,5,5,5,4
1071,4,4,4,3,5,3,4
1075,4,5,5,4,5,4,4
1076,4,5,5,5,5,5,5
1077,4,4,4,4,4,5,3
1080,4,2,2,3,2,3,3
1081,4,4,3,4,4,5,3
1085,4,4,3,4,5,5,5
1088,4,4,4,4,5,5,5
1093,4,4,4,5,5,4,3
1094,4,5,5,5,5,5,4
1103,4,4,4,5,5,5,5
77,5,5,5,5,5,5,5
113,5,5,5,5,5,5,5
338,5,5,5,4,5,4,5
343,5,5,5,5,5,5,5
470,5,5,5,5,5,5,5
472,5,5,5,5,5,5,5
500,5,5,5,5,5,5,5
512,5,5,5,5,5,5,5
518,5,5,5,5,5,5,5
524,5,5,5,5,5,5,5
577,5,5,5,5,5,5,5
578,5,5,5,5,5,5,5
17,6,5,5,5,5,5,5
93,6,5,5,5,5,5,5
247,6,5,5,5,5,5,5
304,6,5,5,5,5,5,5
416,6,5,5,5,5,5,5
588,6,5,5,5,5,5,5
624,6,2,1,3,2,1,2
649,6,4,4,5,4,3,3
651,6,5,3,5,5,5,5
680,6,5,5,5,5,5,5
689,6,5,5,5,5,5,5
193,7,3,3,4,3,2,2
205,7,3,4,3,2,2,2
273,7,2,2,3,2,1,1
350,7,4,4,4,4,4,2
411,7,4,3,4,4,4,1
501,7,3,3,3,3,3,3
530,7,3,3,3,4,4,1
543,7,4,3,3,4,4,2
573,7,4,3,3,3,3,2
574,7,3,3,2,3,3,2
592,7,4,3,4,4,5,3
594,7,4,3,4,4,4,2
602,7,2,3,4,2,2,1
635,7,3,3,4,2,2,2
674,7,3,3,4,3,3,2
696,7,3,3,4,3,3,2
738,7,3,2,2,3,3,1
759,7,3,3,3,3,3,3
764,7,4,3,4,4,4,1
784,7,3,3,3,3,3,1
798,7,4,3,4,3,3,2
877,7,4,3,5,5,5,1
893,7,3,3,4,4,2,1
899,7,3,3,4,4,3,1
912,7,3,3,3,4,5,1
487,8,2,2,2,2,2,3
500,8,3,3,3,3,3,3
506,8,3,2,2,2,2,2
508,8,3,3,2,2,2,2
512,8,2,3,2,1,2,1
528,8,2,2,3,3,3,2
530,8,3,2,2,3,3,3
560,8,3,4,4,3,2,3
561,8,3,3,3,3,3,3
568,8,3,3,3,3,3,3
571,8,2,2,3,2,2,2
572,8,3,3,2,3,3,2
573,8,3,3,3,4,3,2
574,8,4,4,4,5,5,5
586,8,2,2,2,2,2,2
588,8,2,2,3,2,2,2
592,8,3,3,3,3,3,3
593,8,2,2,2,2,2,2
594,8,2,2,2,2,2,2
621,8,4,5,4,4,4,3
624,8,2,2,2,2,2,2
627,8,3,3,3,3,3,3
632,8,2,2,2,2,2,2
634,8,2,3,1,1,1,1
638,8,4,4,3,4,4,4
643,8,2,2,3,3,2,2
645,8,2,1,1,2,2,2
647,8,3,3,3,3,3,5
648,8,2,1,2,2,2,2
665,8,3,3,2,3,3,3
667,8,4,4,3,4,4,4
673,8,3,3,2,2,3,3
689,8,4,4,5,5,5,5
696,8,3,3,3,3,3,3
710,8,3,3,3,2,2,2
711,8,4,5,5,5,4,4
716,8,3,3,3,3,3,3
720,8,3,2,3,2,3,3
729,8,3,3,3,3,3,3
731,8,3,3,4,3,3,3
735,8,3,3,3,3,3,3
738,8,3,3,3,3,3,3
739,8,3,2,2,3,3,2
742,8,3,3,3,3,3,3
743,8,4,4,4,4,4,4
745,8,4,4,5,5,4,3
750,8,2,2,2,2,2,2
756,8,2,1,1,3,3,3
766,8,2,2,2,3,2,2
769,8,4,4,4,4,4,4
770,8,2,2,3,2,2,2
773,8,3,3,3,3,3,3
785,8,2,2,2,2,3,2
786,8,3,3,3,2,2,3
802,8,4,4,4,5,5,4
806,8,1,2,1,2,1,1
809,8,1,1,4,1,1,1
811,8,3,3,3,3,3,3
812,8,3,3,3,3,3,3
868,8,4,4,4,4,4,4
870,8,3,2,3,3,4,3
874,8,3,3,3,3,3,3
877,8,4,3,4,4,4,3
884,8,2,3,2,2,2,2
888,8,3,3,3,3,3,3
891,8,2,2,3,3,3,2
897,8,3,2,3,2,3,3
899,8,3,2,2,3,3,3
909,8,2,2,2,2,2,2
915,8,3,3,3,3,3,3
918,8,3,3,2,2,3,3
920,8,5,5,5,5,5,5
927,8,3,3,3,3,3,3
934,8,3,3,3,3,3,3
937,8,4,4,4,4,4,3
938,8,3,3,3,2,2,2
945,8,4,4,5,4,4,4
955,8,5,5,5,5,5,5
961,8,2,2,2,2,2,2
967,8,2,2,3,2,2,2
968,8,5,5,5,4,5,5
976,8,3,3,4,3,3,3
978,8,3,3,3,3,3,3
981,8,3,3,3,3,3,3
983,8,2,2,1,1,2,2
987,8,4,4,4,4,4,4
996,8,4,4,4,4,4,4
998,8,3,3,3,3,3,3
1002,8,4,4,4,4,4,4
1013,8,5,5,5,5,5,5
1014,8,3,2,2,2,3,2
1019,8,3,3,3,3,3,3
1025,8,3,3,3,4,4,3
1026,8,3,2,3,3,2,2
1030,8,4,4,5,4,4,4
1033,8,3,2,4,4,4,3
1039,8,3,3,3,3,3,3
1052,8,3,3,4,2,2,3
1056,8,3,3,3,4,3,3
1059,8,2,2,2,3,3,2
1060,8,3,2,3,3,4,4
1061,8,4,4,4,4,4,4
1071,8,2,2,2,2,2,2
1087,8,3,3,4,2,3,3
1088,8,3,3,3,2,2,2
1092,8,3,2,4,4,3,2
1093,8,3,3,3,3,3,3
1094,8,4,4,4,4,5,3
1098,8,4,4,4,4,3,3
374,9,5,5,5,5,5,5
391,9,4,4,4,4,4,4
498,9,4,4,4,4,4,4
524,9,3,3,3,3,3,3
532,9,3,4,4,4,4,4
626,9,3,3,4,4,3,3
987,10,3,4,3,3,4,4
993,10,4,4,4,4,4,4
1025,10,4,4,3,4,4,4
1033,10,3,3,4,3,4,4
1035,10,3,4,2,2,3,3
1037,10,4,3,4,4,4,3
1052,10,4,4,4,4,4,3
1053,10,4,5,4,4,4,4
1056,10,5,5,5,5,5,4
1059,10,3,4,4,4,3,3
1069,10,5,5,4,5,5,4
1076,10,5,4,5,4,5,4
1077,10,4,5,4,4,4,4
1085,10,4,4,4,4,4,4
1090,10,4,4,4,4,4,5
1093,10,4,5,4,5,4,4
1094,10,5,4,5,4,5,4
1104,10,4,4,5,5,4,4
175,11,3,3,4,3,3,3
295,11,2,2,2,2,3,2
469,11,3,4,3,3,3,3
605,11,3,2,3,2,3,3
618,11,3,3,3,2,3,3
630,11,3,4,2,4,3,3
635,11,3,3,3,3,4,3
637,11,3,3,4,3,3,2
644,11,3,3,4,3,2,3
645,11,2,2,3,2,3,3
648,11,2,2,2,2,3,3
649,11,3,4,4,2,2,2
651,11,2,2,3,2,3,2
654,11,3,3,3,3,3,3
658,11,2,4,3,2,2,4
665,11,1,1,2,2,2,2
676,11,2,2,2,2,3,2
682,11,2,2,2,2,3,2
688,11,2,2,2,3,3,3
692,11,2,2,4,3,3,2
695,11,2,2,3,2,2,2
697,11,4,4,3,3,3,3
703,11,2,2,2,3,3,2
714,11,2,1,2,2,2,2
715,11,3,3,4,3,4,3
738,11,3,3,4,4,3,3
748,11,2,2,2,3,2,2
753,11,2,2,2,3,3,2
755,11,2,2,3,2,3,3
756,11,2,3,3,2,2,2
761,11,2,3,2,2,2,2
766,11,3,3,4,3,3,3
770,11,2,2,3,2,2,2
777,11,3,3,3,2,3,3
779,11,3,3,2,2,1,2
781,11,3,3,2,2,3,2
792,11,3,3,4,3,3,3
800,11,4,3,4,3,3,3
811,11,2,2,3,2,3,2
815,11,2,2,2,2,3,2
827,11,3,3,3,2,3,3
840,11,3,3,4,3,3,3
845,11,2,2,3,2,2,2
846,11,3,3,3,3,2,2
904,11,3,2,3,2,3,3
915,11,3,3,3,3,2,3
917,11,3,3,3,3,3,3
934,11,3,2,3,2,4,2
943,11,3,2,3,2,3,2
950,11,2,1,2,2,3,2
1010,11,1,1,2,2,2,2
896,12,4,3,3,4,5,3
932,12,5,4,5,5,5,4
938,12,1,1,2,1,2,2
949,12,2,2,4,2,3,3
954,12,5,4,5,5,4,5
961,12,5,5,4,4,4,4
964,12,4,3,5,5,4,4
966,12,1,1,1,1,2,2
968,12,5,4,5,5,5,5
970,12,4,4,4,5,5,3
972,12,5,5,5,5,4,4
973,12,1,1,4,2,3,2
975,12,4,4,5,5,5,4
978,12,4,3,5,3,4,3
980,12,4,4,4,4,4,4
981,12,5,4,4,5,5,5
982,12,1,1,2,1,2,2
987,12,5,5,5,5,5,5
993,12,3,3,4,4,3,4
998,12,4,3,4,4,3,3
1007,12,3,3,5,3,4,4
1014,12,4,4,5,4,5,4
1017,12,4,4,4,4,4,4
1028,12,4,3,4,4,4,4
1030,12,5,4,5,4,4,4
1033,12,5,5,5,5,4,4
1034,12,4,5,4,3,5,3
1035,12,2,1,3,2,1,1
1042,12,2,1,4,3,3,3
1044,12,1,1,2,1,2,1
1050,12,4,4,5,4,3,3
1052,12,4,4,4,4,4,4
1059,12,5,5,5,5,5,4
1061,12,5,4,5,5,5,4
1091,12,4,4,4,4,5,4
194,13,4,4,2,4,3,3
863,13,4,5,5,4,5,3
940,13,1,1,3,1,3,2
970,13,5,3,4,5,5,3
1015,13,3,3,2,3,3,2
1030,13,4,4,4,4,3,3
1069,13,1,1,1,1,2,1
464,14,2,1,2,1,2,4
470,14,5,5,5,5,5,4
482,14,3,3,4,3,4,3
498,14,4,4,4,4,4,4
543,14,2,1,4,2,3,3
578,14,5,5,5,5,4,3
981,14,3,2,3,2,5,5
677,15,5,5,5,4,5,3
800,15,5,5,4,5,3,3
824,15,2,3,1,3,3,3
981,15,3,2,3,3,4,4
984,15,4,4,4,3,3,3
34,16,3,3,5,4,5,5
72,16,3,3,4,5,4,4
376,16,3,3,4,5,5,4
392,16,3,3,4,5,3,4
439,16,5,3,4,5,5,4
508,16,5,5,4,4,5,4
512,16,4,3,4,3,4,4
518,16,4,3,5,4,3,3
531,16,3,3,4,3,4,4
543,16,4,3,4,4,4,3
560,16,3,2,3,4,5,4
572,16,4,4,4,4,4,4
588,16,4,3,3,3,5,5
58,17,5,5,5,5,5,5
61,17,5,5,5,5,5,5
72,17,4,4,5,4,4,4
81,17,5,5,5,5,5,5
85,17,3,3,3,4,4,5
93,17,5,5,5,5,5,5
129,17,4,3,5,4,4,3
227,17,5,5,5,5,5,5
320,17,4,4,4,3,3,3
644,17,4,4,5,4,4,4
651,17,4,4,4,4,4,4
683,17,5,5,4,5,5,4
686,17,2,2,4,3,3,3
709,17,3,2,5,3,2,3
711,17,3,3,4,4,4,3
716,17,4,4,3,3,3,3
737,17,4,5,5,4,4,4
743,17,3,2,4,3,3,3
745,17,3,2,4,4,3,3
755,17,1,1,1,2,1,1
764,17,4,4,4,4,4,3
769,17,4,3,5,5,4,3
773,17,4,4,4,4,4,3
775,17,2,2,3,2,2,2
793,17,5,5,5,4,3,3
797,17,4,4,5,5,5,4
802,17,2,2,3,2,1,1
804,17,1,1,1,1,1,1
806,17,5,5,5,4,4,4
813,17,3,3,3,3,3,3
814,17,3,3,4,3,3,3
820,17,3,3,3,3,3,3
826,17,4,4,5,4,3,4
827,17,3,3,3,3,3,3
837,17,4,4,4,4,4,3
838,17,2,1,3,2,2,2
840,17,3,4,4,3,3,3
891,17,4,3,4,4,4,3
921,17,5,3,5,5,5,5
931,17,5,5,5,5,5,5
938,17,1,1,1,1,1,1
945,17,5,5,5,5,5,5
949,17,5,3,5,4,5,3
987,17,4,2,2,3,3,4
988,17,4,5,5,3,3,3
993,17,4,3,5,4,3,3
995,17,4,4,5,5,5,5
1023,17,4,4,5,4,4,3
1030,17,5,5,5,5,5,5
1033,17,4,4,4,4,4,5
1036,17,3,3,5,3,3,3
1037,17,4,3,4,4,4,4
1052,17,3,3,5,3,3,3
1053,17,2,3,5,2,2,2
1056,17,5,5,5,5,5,5
1059,17,5,5,5,5,5,5
1061,17,4,3,5,5,4,3
1062,17,5,4,4,5,5,4
1075,17,1,1,2,1,1,1
1082,17,1,1,1,1,1,1
1087,17,1,1,1,1,1,1
1100,17,5,5,5,5,5,5
77,18,2,2,3,2,3,3
168,18,3,3,4,4,4,3
310,18,4,4,4,4,4,4
470,18,2,2,3,2,2,3
497,18,4,4,5,4,5,5
498,18,4,4,4,4,4,4
504,18,3,3,4,3,3,3
506,18,3,3,5,3,3,3
507,18,5,4,5,5,5,5
512,18,2,2,2,2,2,2
530,18,4,4,5,4,4,4
531,18,2,2,2,2,4,3
559,18,3,3,3,3,3,3
570,18,3,3,3,3,3,3
583,18,3,3,3,3,4,4
585,18,3,3,3,3,3,3
586,18,3,3,3,3,3,3
588,18,4,4,4,4,4,4
592,18,5,4,4,5,5,5
643,18,4,4,4,4,4,4
644,18,4,4,4,4,4,4
648,18,2,2,3,2,3,3
651,18,5,3,5,5,4,4
695,18,3,3,3,3,3,3
716,18,3,3,3,3,3,3
740,18,3,3,3,2,3,3
773,18,3,3,3,3,4,3
777,18,4,4,4,4,4,4
795,18,2,2,2,2,3,3
797,18,1,1,1,1,3,2
804,18,3,2,3,2,3,3
806,18,3,2,4,3,3,3
842,18,3,3,4,3,4,4
877,18,3,2,3,3,3,3
1059,18,4,3,4,4,4,4
9,19,4,3,4,4,3,3
27,19,3,3,4,2,3,3
34,19,2,3,3,2,2,3
55,19,3,3,4,4,4,4
58,19,3,3,4,3,3,3
61,19,3,3,4,4,4,5
72,19,2,2,3,3,4,3
74,19,1,1,3,3,3,2
77,19,3,2,3,3,4,3
81,19,3,3,4,3,3,3
101,19,3,4,4,3,3,3
103,19,4,2,4,3,4,3
110,19,5,5,5,5,5,5
111,19,4,4,4,4,4,4
121,19,2,2,3,3,2,2
132,19,3,3,3,3,4,4
135,19,3,3,3,3,4,3
136,19,5,5,5,5,5,5
147,19,3,2,3,3,3,3
151,19,5,5,5,5,5,5
161,19,5,5,5,5,4,5
168,19,3,2,3,3,3,3
175,19,2,2,4,4,4,3
179,19,3,3,3,4,4,3
180,19,3,3,3,3,3,4
184,19,3,2,3,3,3,3
187,19,3,1,4,3,3,2
188,19,5,5,5,5,5,5
191,19,3,3,4,3,3,3
194,19,2,2,3,2,2,2
196,19,4,3,4,4,4,4
198,19,3,3,4,3,3,3
200,19,3,3,3,4,3,3
201,19,1,1,2,1,1,1
206,19,1,1,3,2,2,2
281,19,3,2,3,3,3,3
285,19,2,2,4,3,3,3
286,19,2,2,3,2,2,2
289,19,3,2,3,3,3,3
291,19,1,1,1,2,3,1
295,19,1,1,2,1,1,1
297,19,1,1,2,1,1,1
300,19,3,3,4,4,3,3
301,19,5,5,4,5,5,5
306,19,4,4,4,5,5,4
308,19,2,2,3,2,2,2
316,19,3,3,4,4,4,3
325,19,3,2,3,4,3,4
331,19,2,2,3,2,2,2
338,19,3,3,3,3,3,3
340,19,4,4,4,4,4,4
343,19,2,2,2,3,3,3
345,19,4,4,5,4,4,4
349,19,3,2,3,2,3,3
350,19,3,4,3,3,3,3
353,19,3,3,3,2,2,3
355,19,2,1,3,2,2,2
356,19,3,2,3,3,3,5
357,19,2,2,3,3,3,3
358,19,5,5,5,5,5,5
363,19,2,2,3,2,2,2
364,19,3,3,3,2,3,4
368,19,1,1,1,1,1,1
372,19,2,2,3,2,2,2
374,19,3,2,3,3,3,3
383,19,3,2,3,3,3,3
391,19,2,2,3,3,3,2
392,19,1,1,1,1,2,1
398,19,4,4,3,4,4,3
400,19,4,3,3,4,3,4
401,19,2,2,3,2,2,2
403,19,3,3,3,4,4,4
404,19,3,3,3,3,3,3
409,19,2,2,2,3,2,2
411,19,3,3,4,4,4,3
412,19,3,2,4,3,3,3
416,19,3,3,4,4,4,3
421,19,5,5,5,5,5,5
432,19,3,3,3,3,3,3
433,19,3,2,4,2,3,3
444,19,2,2,4,3,2,3
446,19,1,1,3,1,1,1
448,19,3,4,4,2,3,3
453,19,4,4,4,4,4,4
469,19,3,3,3,3,3,3
477,19,2,2,2,2,2,2
482,19,3,2,4,3,4,3
484,19,3,3,3,3,2,3
498,19,4,3,4,5,5,4
500,19,1,1,1,1,2,1
501,19,1,1,1,1,1,1
504,19,2,2,2,2,2,2
506,19,2,1,4,3,3,2
507,19,1,1,1,1,1,1
508,19,2,1,3,4,5,4
509,19,5,4,4,5,5,4
512,19,3,1,4,4,4,3
518,19,2,2,2,2,2,2
527,19,4,4,5,4,4,4
528,19,3,1,4,4,4,3
530,19,3,2,3,3,4,3
531,19,2,2,4,3,3,3
538,19,4,4,4,4,4,4
540,19,2,1,3,2,3,3
550,19,3,3,2,3,3,3
553,19,5,5,5,4,4,4
555,19,3,2,2,2,3,3
559,19,5,5,5,5,5,5
560,19,5,5,5,5,5,5
567,19,5,5,5,5,5,5
568,19,2,2,2,2,3,2
570,19,5,4,5,5,5,5
572,19,5,4,4,5,5,4
574,19,3,3,4,3,4,4
576,19,2,2,2,2,2,2
577,19,3,2,3,2,3,2
578,19,3,3,4,3,3,3
579,19,3,3,3,3,3,3
584,19,4,3,5,4,4,5
585,19,3,3,4,4,4,3
586,19,4,4,4,4,4,4
588,19,4,4,4,4,4,4
592,19,3,2,4,3,4,3
593,19,5,5,5,5,5,5
594,19,5,5,5,5,5,5
601,19,1,1,1,1,1,1
605,19,4,3,5,4,4,4
614,19,4,4,4,4,4,4
618,19,3,3,3,3,4,3
621,19,4,4,4,4,4,4
622,19,3,2,3,3,3,3
623,19,4,4,4,3,3,3
624,19,5,4,5,5,5,5
626,19,3,3,3,2,2,2
628,19,4,4,4,4,4,4
629,19,3,2,3,3,3,3
630,19,5,4,5,4,4,5
632,19,4,3,2,4,4,4
635,19,4,3,4,4,5,4
638,19,5,3,5,5,5,4
642,19,4,3,4,4,4,4
643,19,4,4,3,4,4,3
644,19,4,3,5,5,5,4
645,19,3,2,3,2,3,3
646,19,5,3,5,5,5,5
648,19,3,2,3,3,4,3
651,19,4,3,4,4,4,4
658,19,4,3,4,5,4,4
661,19,5,4,5,5,5,5
663,19,5,4,5,5,5,5
666,19,3,3,3,3,3,3
672,19,5,4,4,5,5,5
673,19,4,3,4,3,4,4
676,19,4,3,3,3,4,4
677,19,4,4,4,4,4,4
680,19,4,3,4,4,4,4
681,19,4,4,4,4,4,4
682,19,4,3,4,4,3,4
683,19,5,5,5,4,5,4
684,19,4,3,4,4,4,3
686,19,3,2,3,3,3,3
688,19,4,3,4,4,4,4
692,19,4,3,4,4,3,4
695,19,5,4,5,5,4,4
696,19,4,3,4,4,4,4
697,19,4,3,4,4,4,3
701,19,5,5,5,4,4,5
703,19,4,2,3,3,4,4
710,19,5,5,5,5,5,5
715,19,5,4,5,5,5,5
716,19,5,5,5,5,5,5
719,19,4,4,3,4,3,4
720,19,5,4,5,5,5,5
721,19,4,3,4,4,4,4
723,19,4,4,4,4,4,4
726,19,3,2,3,4,4,3
728,19,4,3,4,4,4,4
734,19,2,1,2,3,3,2
741,19,3,2,3,3,3,3
744,19,4,2,4,3,3,3
753,19,4,3,4,4,4,4
755,19,4,3,4,4,4,4
764,19,5,5,5,5,5,5
500,20,4,4,4,3,3,3
559,20,2,3,3,1,1,1
568,20,3,2,1,1,4,2
574,20,3,2,4,2,5,4
592,20,4,4,4,4,4,4
624,20,4,4,4,5,5,4
968,21,5,5,5,5,5,5
980,21,5,4,4,3,3,3
1015,21,1,1,1,1,1,1
1036,21,4,5,5,5,3,3
1056,21,5,5,4,5,5,5
1059,21,5,5,3,5,5,5
745,22,5,5,4,4,4,3
752,22,3,3,3,2,3,4
759,22,5,5,4,4,5,5
769,22,3,3,4,4,3,2
773,22,5,4,5,5,5,4
785,22,3,3,3,3,3,2
786,22,4,3,4,4,4,4
790,22,4,4,4,4,3,3
793,22,5,4,5,5,4,5
797,22,4,3,5,3,4,3
806,22,4,4,4,4,3,4
814,22,3,3,5,3,3,3
818,22,3,3,3,2,5,4
819,22,4,5,3,4,4,3
822,22,5,5,4,5,4,4
826,22,4,4,4,3,3,3
829,22,4,5,3,4,5,3
831,22,5,5,4,5,4,4
838,22,2,2,2,3,2,4
840,22,4,5,5,4,3,5
842,22,5,4,4,5,5,5
849,22,4,4,4,3,3,3
852,22,5,5,4,4,5,5
858,22,3,4,3,3,2,3
859,22,2,2,3,3,3,2
860,22,4,4,4,5,4,3
863,22,5,5,4,4,5,5
867,22,4,5,5,4,4,3
868,22,2,2,3,2,3,2
870,22,3,3,4,2,3,3
874,22,3,2,3,2,4,4
877,22,4,3,4,4,5,5
886,22,5,5,5,4,3,3
888,22,4,4,4,4,3,5
889,22,4,5,4,3,4,3
891,22,5,5,5,5,3,4
896,22,4,4,4,3,4,3
899,22,3,3,4,2,4,3
900,22,3,3,4,3,4,3
903,22,4,4,5,3,3,4
908,22,2,3,3,2,2,3
915,22,3,3,5,4,4,3
921,22,4,3,4,4,3,4
